image_file,condition,adj1,adj2,adj1not,adj2not,feature1,feature2,num_objs1,num_objs2,position,position_word,obj1shape,obj1color,obj1pattern,obj2shape,obj2color,obj2pattern,obj3shape,obj3color,obj3pattern,question_speaker,question_free_speaker,question_listener_1,question_listener_2
cond1_025.jpeg,cond1,striped,blue,spotted,green,pattern,color,3,3,2,middle,triangle,blue,striped,triangle,blue,striped,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'striped' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond1_026.jpeg,cond1,spotted,square,striped,circle,pattern,shape,3,3,1,leftmost,square,red,spotted,square,red,spotted,square,red,spotted,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'spotted' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond1_027.jpeg,cond1,blue,circle,green,square,color,shape,3,3,1,leftmost,circle,blue,checked,circle,blue,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'blue' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?
cond1_028.jpeg,cond1,square,green,circle,blue,shape,color,3,3,1,leftmost,square,green,checked,square,green,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'square' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond1_029.jpeg,cond1,square,green,circle,blue,shape,color,3,3,1,leftmost,square,green,checked,square,green,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'square' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond1_030.jpeg,cond1,circle,green,square,blue,shape,color,3,3,1,leftmost,circle,green,checked,circle,green,checked,circle,green,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'circle' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond1_031.jpeg,cond1,green,square,blue,circle,color,shape,3,3,3,rightmost,square,green,checked,square,green,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'green' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond1_032.jpeg,cond1,green,striped,blue,spotted,color,pattern,3,3,2,middle,triangle,green,striped,triangle,green,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'green' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?
cond1_033.jpeg,cond1,green,square,blue,circle,color,shape,3,3,3,rightmost,square,green,checked,square,green,checked,square,green,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'green' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond1_034.jpeg,cond1,square,blue,circle,green,shape,color,3,3,2,middle,square,blue,checked,square,blue,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'square' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond1_035.jpeg,cond1,striped,blue,spotted,green,pattern,color,3,3,3,rightmost,triangle,blue,striped,triangle,blue,striped,triangle,blue,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'striped' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond1_036.jpeg,cond1,circle,striped,square,spotted,shape,pattern,3,3,2,middle,circle,red,striped,circle,red,striped,circle,red,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'circle' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?
cond1_037.jpeg,cond1,green,striped,blue,spotted,color,pattern,3,3,3,rightmost,triangle,green,striped,triangle,green,striped,triangle,green,striped,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'green' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?
cond1_038.jpeg,cond1,circle,blue,square,green,shape,color,3,3,3,rightmost,circle,blue,checked,circle,blue,checked,circle,blue,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'circle' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond1_039.jpeg,cond1,spotted,square,striped,circle,pattern,shape,3,3,1,leftmost,square,red,spotted,square,red,spotted,square,red,spotted,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'spotted' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond1_040.jpeg,cond1,spotted,square,striped,circle,pattern,shape,3,3,1,leftmost,square,red,spotted,square,red,spotted,square,red,spotted,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'spotted' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond1_041.jpeg,cond1,striped,square,spotted,circle,pattern,shape,3,3,1,leftmost,square,red,striped,square,red,striped,square,red,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'striped' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond1_042.jpeg,cond1,circle,striped,square,spotted,shape,pattern,3,3,1,leftmost,circle,red,striped,circle,red,striped,circle,red,striped,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'circle' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?
cond1_043.jpeg,cond1,circle,striped,square,spotted,shape,pattern,3,3,2,middle,circle,red,striped,circle,red,striped,circle,red,striped,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'circle' or 'striped'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'striped' to refer to one of the objects. Which object do you think they are talking about?
cond1_044.jpeg,cond1,spotted,circle,striped,square,pattern,shape,3,3,2,middle,circle,red,spotted,circle,red,spotted,circle,red,spotted,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'spotted' or 'circle'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?
cond1_045.jpeg,cond1,square,blue,circle,green,shape,color,3,3,1,leftmost,square,blue,checked,square,blue,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'square' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?
cond1_046.jpeg,cond1,square,spotted,circle,striped,shape,pattern,3,3,3,rightmost,square,red,spotted,square,red,spotted,square,red,spotted,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'square' or 'spotted'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?
cond1_047.jpeg,cond1,circle,green,square,blue,shape,color,3,3,2,middle,circle,green,checked,circle,green,checked,circle,green,checked,"Imagine you are talking to someone and you want to refer to the middle object. Which word would you use, 'circle' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'circle' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond1_048.jpeg,cond1,blue,square,green,circle,color,shape,3,3,3,rightmost,square,blue,checked,square,blue,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'blue' or 'square'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?
cond1_049.jpeg,cond1,spotted,green,striped,blue,pattern,color,3,3,3,rightmost,triangle,green,spotted,triangle,green,spotted,triangle,green,spotted,"Imagine you are talking to someone and you want to refer to the rightmost object. Which word would you use, 'spotted' or 'green'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'spotted' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'green' to refer to one of the objects. Which object do you think they are talking about?
cond1_050.jpeg,cond1,square,blue,circle,green,shape,color,3,3,1,leftmost,square,blue,checked,square,blue,checked,square,blue,checked,"Imagine you are talking to someone and you want to refer to the leftmost object. Which word would you use, 'square' or 'blue'?","Imagine you are talking to someone and you want to refer to the leftmost object. 
Your job is to decide what utterance to use. The objects might be arranged differently for the other person, so please do not use degenerate spatial locations and the label. The target image is highlighted by a dashed red box that only you can see.
What will you say?",Imagine someone is talking to you and uses the word 'square' to refer to one of the objects. Which object do you think they are talking about?,Imagine someone is talking to you and uses the word 'blue' to refer to one of the objects. Which object do you think they are talking about?